timestamp,V[0][0],V[0][1],V[0][2],V[0][3],V[0][4],V[0][5],V[0][6],V[0][7],V[0][8],V[0][9],Selected Cells for Balancing
2025-08-20T12:29:52.369158,3.854,4.334,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:00.490385,3.851,4.337,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:08.611421,3.853,4.335,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:16.733407,3.854,4.334,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:24.854561,3.855,4.333,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:32.975695,3.855,4.333,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:41.096991,3.856,4.331,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:49.218764,3.856,4.331,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:30:57.339974,3.855,4.333,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:05.459148,3.856,4.331,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:13.576012,3.855,4.332,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:21.692310,3.855,4.333,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:29.808293,3.853,4.334,3.969,3.994,4.015,3.982,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:37.925271,3.856,4.331,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:46.043594,3.856,4.331,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:31:54.159664,3.855,4.332,3.969,3.995,4.015,3.983,4.01,4.052,4.114,4.043,None
2025-08-20T12:32:02.276788,3.856,4.331,3.969,3.995,4.015,3.983,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:10.393704,3.854,4.333,3.969,3.995,4.015,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:18.509939,3.855,4.332,3.968,3.995,4.015,3.983,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:26.626077,3.856,4.33,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:34.742999,3.855,4.331,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:42.859178,3.854,4.333,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:50.975326,3.853,4.333,3.968,3.994,4.015,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:32:59.092211,3.849,4.338,3.968,3.995,4.015,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:07.208336,3.854,4.333,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:15.324484,3.856,4.33,3.968,3.994,4.015,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:23.440625,3.856,4.33,3.968,3.995,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:31.557661,3.855,4.331,3.968,3.994,4.014,3.983,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:39.673810,3.854,4.332,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:47.789953,3.863,4.323,3.969,3.995,4.015,3.983,4.01,4.052,4.113,4.043,None
2025-08-20T12:33:55.906803,3.853,4.333,3.968,3.994,4.014,3.983,4.01,4.052,4.113,4.043,None
2025-08-20T12:34:04.022921,3.853,4.333,3.968,3.995,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:34:12.139097,3.854,4.332,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:34:20.256064,3.852,4.334,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:34:28.372316,3.852,4.334,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:34:36.488520,3.851,4.334,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:34:44.604594,3.859,4.327,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:34:52.721567,3.862,4.324,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:35:00.838038,3.86,4.325,3.968,3.994,4.014,3.983,4.01,4.052,4.113,4.043,None
2025-08-20T12:35:08.953734,3.859,4.326,3.968,3.994,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:35:17.070711,3.857,4.328,3.968,3.995,4.014,3.982,4.01,4.052,4.113,4.043,None
2025-08-20T12:35:25.187221,3.858,4.327,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:35:33.302978,3.86,4.325,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:35:41.420046,3.858,4.327,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:35:49.536064,3.858,4.327,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:35:57.652609,3.86,4.325,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:36:05.769173,3.856,4.329,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:36:13.885292,3.857,4.328,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:36:22.001822,3.859,4.326,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:36:30.117711,3.857,4.327,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:36:38.234659,3.854,4.33,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:36:46.350697,3.853,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:36:54.466830,3.854,4.331,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:37:02.583813,3.852,4.333,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:37:10.700054,3.852,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:37:18.816430,3.857,4.327,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:37:26.933257,3.853,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:37:35.050315,3.852,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:37:43.166328,3.852,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:37:51.282836,3.851,4.333,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:37:59.399454,3.852,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:38:07.515695,3.852,4.332,3.968,3.994,4.014,3.982,4.01,4.052,4.112,4.043,None
2025-08-20T12:38:15.632048,3.852,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:38:23.748663,3.852,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.112,4.043,None
2025-08-20T12:38:31.864954,3.855,4.329,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:38:39.981136,3.855,4.329,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:38:48.098990,3.852,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:38:56.214186,3.852,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:39:04.330195,3.854,4.329,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:39:12.446363,3.85,4.333,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:39:20.563404,3.851,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:39:28.679456,3.852,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:39:36.795713,3.85,4.333,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:39:44.912714,3.854,4.329,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:39:53.029138,3.85,4.333,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:40:01.144961,3.852,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:40:09.261826,3.851,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:40:17.378062,3.851,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:40:25.495093,3.85,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:40:33.612144,3.851,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.043,None
2025-08-20T12:40:41.728214,3.852,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:40:49.844482,3.848,4.334,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:40:57.960504,3.853,4.33,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:41:06.077711,3.858,4.324,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:41:14.193690,3.851,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:41:22.309727,3.85,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.111,4.042,None
2025-08-20T12:41:30.426678,3.849,4.333,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:41:38.542988,3.853,4.329,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:41:46.658987,3.851,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:41:54.776097,3.85,4.332,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:02.892318,3.848,4.334,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:11.008263,3.853,4.328,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:19.125273,3.85,4.332,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:27.241504,3.85,4.331,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:35.357609,3.852,4.329,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:43.473665,3.855,4.326,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:51.590585,3.85,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:42:59.706870,3.851,4.331,3.968,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:07.822892,3.85,4.332,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:15.939952,3.853,4.328,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:24.056063,3.852,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:32.172189,3.853,4.328,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:40.289094,3.854,4.327,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:48.405282,3.854,4.327,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:43:56.521738,3.853,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:44:04.637484,3.852,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:44:12.754433,3.853,4.328,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:44:20.870756,3.853,4.328,3.967,3.994,4.014,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:44:28.986813,3.852,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:44:37.103800,3.849,4.332,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:44:45.219719,3.852,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:44:53.335832,3.851,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:01.452791,3.852,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.11,4.042,None
2025-08-20T12:45:09.569023,3.851,4.329,3.967,3.994,4.014,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:17.685717,3.851,4.33,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:25.801200,3.85,4.33,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:33.918237,3.851,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:42.034590,3.853,4.327,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:50.151332,3.851,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:45:58.268309,3.852,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:06.384411,3.853,4.327,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:14.500639,3.852,4.327,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:22.617556,3.851,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:30.733551,3.854,4.326,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:38.849682,3.852,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:46.966611,3.851,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:46:55.082842,3.851,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:47:03.198906,3.845,4.335,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:47:11.316868,3.849,4.33,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:47:19.431903,3.852,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:47:27.548200,3.851,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:47:35.664116,3.852,4.327,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:47:43.781032,3.852,4.327,3.967,3.994,4.013,3.982,4.01,4.05,4.109,4.042,None
2025-08-20T12:47:51.897306,3.85,4.329,3.967,3.994,4.013,3.982,4.01,4.051,4.108,4.042,None
2025-08-20T12:48:00.013901,3.847,4.332,3.967,3.994,4.013,3.982,4.01,4.051,4.109,4.042,None
2025-08-20T12:48:08.130236,3.852,4.327,3.967,3.994,4.013,3.982,4.01,4.05,4.109,4.042,None
2025-08-20T12:48:16.246537,3.851,4.328,3.967,3.994,4.013,3.982,4.01,4.051,4.108,4.042,None
2025-08-20T12:48:24.362835,3.85,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:48:32.478527,3.849,4.33,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:48:40.595565,3.851,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:48:48.712787,3.85,4.329,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:48:56.828948,3.85,4.329,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:49:04.945749,3.85,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:49:13.061798,3.852,4.326,3.967,3.994,4.013,3.982,4.009,4.05,4.108,4.042,None
2025-08-20T12:49:21.178058,3.85,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:49:29.294846,3.852,4.327,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:49:37.410966,3.852,4.326,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:49:45.527091,3.85,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:49:53.643346,3.854,4.324,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:50:01.760253,3.849,4.329,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:50:09.876468,3.85,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:50:17.992943,3.851,4.328,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:50:26.109323,3.849,4.328,3.967,3.994,4.013,3.982,4.009,4.05,4.108,4.042,None
2025-08-20T12:50:34.225603,3.852,4.326,3.967,3.994,4.013,3.982,4.009,4.05,4.108,4.041,None
2025-08-20T12:50:42.341559,3.85,4.327,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:50:50.458535,3.849,4.329,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:50:58.574714,3.848,4.329,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:51:06.690772,3.85,4.328,3.967,3.994,4.013,3.982,4.009,4.05,4.108,4.042,None
2025-08-20T12:51:14.807679,3.852,4.325,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:51:22.923792,3.849,4.329,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:51:31.040017,3.847,4.33,3.967,3.994,4.013,3.982,4.01,4.05,4.108,4.042,None
2025-08-20T12:51:39.156055,3.85,4.327,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:51:47.273111,3.85,4.327,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:51:55.389170,3.847,4.33,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:52:03.505538,3.85,4.327,3.967,3.994,4.013,3.982,4.01,4.05,4.107,4.041,None
2025-08-20T12:52:11.622175,3.849,4.328,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:52:19.738602,3.847,4.33,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:52:27.854427,3.85,4.326,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:52:35.971445,3.851,4.326,3.967,3.994,4.013,3.982,4.01,4.05,4.107,4.041,None
2025-08-20T12:52:44.087529,3.852,4.325,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:52:52.203649,3.85,4.327,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:00.320574,3.852,4.325,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:08.436851,3.85,4.326,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:16.552754,3.847,4.33,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:24.669006,3.852,4.325,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:32.785917,3.852,4.324,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:40.902002,3.85,4.326,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:49.018056,3.851,4.326,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:53:57.135095,3.851,4.325,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:05.251404,3.849,4.327,3.967,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:13.368308,3.849,4.327,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:21.485181,3.848,4.328,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:29.601399,3.849,4.327,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:37.717428,3.848,4.328,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:45.834354,3.85,4.326,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:54:53.950510,3.849,4.327,3.966,3.994,4.013,3.982,4.009,4.05,4.107,4.041,None
2025-08-20T12:55:02.066600,3.847,4.329,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:10.182843,3.848,4.327,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:18.299661,3.847,4.328,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:26.415883,3.849,4.327,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:34.533914,3.848,4.327,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:42.649073,3.847,4.328,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:50.764996,3.845,4.33,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:55:58.881191,3.848,4.327,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:06.998014,3.849,4.326,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:15.114200,3.845,4.33,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:23.230714,3.849,4.326,3.966,3.994,4.013,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:31.346350,3.847,4.328,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:39.463255,3.847,4.327,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:47.579734,3.845,4.329,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:56:55.695527,3.847,4.327,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:57:03.812435,3.848,4.327,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:57:11.929672,3.846,4.328,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:57:20.045674,3.849,4.326,3.966,3.994,4.012,3.982,4.009,4.049,4.106,4.041,None
2025-08-20T12:57:28.162607,3.846,4.328,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:57:36.278745,3.846,4.328,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:57:44.395242,3.847,4.327,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:57:52.511379,3.846,4.329,3.966,3.994,4.012,3.982,4.009,4.049,4.106,4.041,None
2025-08-20T12:58:00.627897,3.846,4.328,3.966,3.994,4.012,3.982,4.009,4.049,4.106,4.041,None
2025-08-20T12:58:08.744148,3.846,4.328,3.966,3.994,4.012,3.982,4.009,4.049,4.106,4.041,None
2025-08-20T12:58:16.860314,3.846,4.328,3.966,3.994,4.012,3.982,4.009,4.05,4.106,4.041,None
2025-08-20T12:58:24.977146,3.847,4.327,3.966,3.994,4.012,3.982,4.009,4.049,4.106,4.041,None
2025-08-20T12:58:33.093194,3.847,4.327,3.966,3.994,4.012,3.982,4.009,4.049,4.105,4.041,None
2025-08-20T12:58:41.209449,3.847,4.327,3.966,3.994,4.012,3.982,4.009,4.049,4.105,4.041,None
2025-08-20T12:58:49.326287,3.843,4.331,3.966,3.994,4.012,3.982,4.009,4.05,4.105,4.041,None
2025-08-20T12:58:57.442436,3.843,4.331,3.966,3.994,4.012,3.982,4.009,4.049,4.105,4.041,None
2025-08-20T12:59:05.558507,3.843,4.331,3.966,3.994,4.012,3.982,4.009,4.05,4.105,4.041,None
2025-08-20T12:59:13.674638,3.844,4.33,3.966,3.994,4.012,3.982,4.009,4.049,4.105,4.041,None
2025-08-20T12:59:21.791694,3.844,4.33,3.966,3.994,4.012,3.982,4.009,4.049,4.105,4.041,None
2025-08-20T12:59:29.907788,3.845,4.329,3.966,3.994,4.012,3.982,4.009,4.049,4.105,4.041,None
2025-08-20T12:59:38.023795,3.846,4.327,3.966,3.994,4.012,3.981,4.009,4.049,4.105,4.041,None
2025-08-20T12:59:46.140984,3.846,4.327,3.966,3.993,4.012,3.982,4.009,4.049,4.105,4.041,None
